,List No,Item No,UPC Code,Manufacturer No,Manufacturer,Category,Category Path 1,Category Path 2,Category Path 3,Product Name,Price(USD),Cost price,Inventory,Shipping,Profit,STOCK TYPE,Date,In Stock,weight(lb),Qty_Remaining,Soldout/not,Sold_day,Sold,SaleRate,Blowout
1790,2990,VC611-10WH,8.4E+11,NP611-10-WHITE,VCOM,Ethernet Cable,Component,Cable,Cat5 Cable,VCOM NP611-10-WHITE 10ft Cat6 UTP Molded Patch Cable (White),5.02,3.765,10,0,1.255,Recurring,01-Jan-19,Y,0.24,0,Sold,44,10,0.227272727,44
1791,3306,HD-ST8AS03,7.64E+11,ST8000AS0003,Seagate,SATA,Component,Hard Drive,Desktop HDD,"Seagate Archive HDD ST8000AS0003 8TB 5400RPM SATA 6.0GB/s 256MB Hard Drive (3.5 inch, Exos 5E8)",241.9,181.425,51,2.5,57.975,Recurring,01-Jan-19,Y,2,0,Sold,44,51,1.159090909,44
1792,640,BDR-209DBK,8.85E+11,BDR-209DBK,Pioneer,Half Height Blu-Ray,Component,Optical Drive,Half Height Blu-Ray,"Pioneer BDR-209DBK 16X SATA Blu-ray Internal Writer Drive, Bulk",70.21,52.6575,52,2.5,15.0525,Recurring,01-Jan-19,Y,2.52,0,Sold,44,52,1.181818182,44
1793,2329,PS-SS650KM,,SS-650KM3,Seasonic,Desktop,Component,Power Supply,Desktop,Seasonic X-650 650W 80 PLUS Gold ATX12V / EPS12V Power Supply,106.6,79.95,52,2.5,24.15,Recurring,01-Jan-19,Y,7.15,0,Sold,44,52,1.181818182,44
1794,762,MSI-E75287,8.24E+11,GE75287,MSI,Laptop & Notebook,PC & Laptop,Laptop/Notebook,,MSI GE75 Raider-287 17.3 inch Intel Core i7-9750H 2.6GHz/ 16GB DDR4/ 512GB SSD/ RTX 2060/ USB3.2/ Windows 10 Home Notebook (Aluminum Black),1747.62,1310.715,35,2.5,434.405,Recurring,01-Jan-19,Y,9.74,0,Sold,44,35,0.795454545,44
1795,415,FDM064JMDF,8.78E+11,FDM064JMDF,SUPER TALENT,CFast,Component,Memory Card,CFast,Super Talent CFast Pro 64GB Storage Card,37.93,28.4475,51,0,9.4825,Recurring,01-Jan-19,Y,0.08,0,Sold,44,51,1.159090909,44
1796,2682,CA-130KKN1,8.84E+11,RC-130-KKN1,Cooler Master,Mini-ITX Case,Component,Case,Computer Case,Cooler Master Elite 130 No Power Supply Mini-ITX Case (Midnight Black),48.18,36.135,51,2.5,9.545,Recurring,01-Jan-19,Y,8,0,Sold,44,51,1.159090909,44
1797,2382,CA-CLW222B,8.41E+11,CLW0222-B,Thermaltake,Liquid Cooling,Component,Fan & Heatsink,Liquid Cooling,Thermaltake Water 3.0 Performer C 120mm All In One CPU Liquid Cooler for Intel LGA2011/1366/1156/1155/1150 & AMD Socket FM2/FM1/AM3+/AM3/AM2+/AM2,62.01,46.5075,6,2.5,13.0025,Recurring,01-Jan-19,Y,2,0,Sold,44,6,0.136363636,44
1798,3061,CT432UB16G,6.5E+11,BLS16G4D32AESB,Crucial,DDR4 (288 Pin) ,Component,DRAM Memory,Desktop DRAM,Crucial Ballistix Sport LT Gray DDR4-3200 16GB/2Gx64 CL16 Memory,112.24,84.18,3,0,28.06,Recurring,01-Jan-19,L,0.1,0,Sold,44,3,0.068181818,44
1799,3113,MEMPEK1J64,,MEMPEK1J064GA01,Intel,PCI-E/Mini PCI-E,Component,Solid State Drive,PCI-E/Mini PCI-E,Intel Optane Memory M10 Series MEMPEK1J064GA01 64GB M.2 80mm PCI-Express 3.0 x2 Solid State Drive (3D XPoint),121.98,91.485,3,0,30.495,Recurring,01-Jan-19,L,0.02,0,Sold,44,3,0.068181818,44
1800,527,I5-7500,,CM8067702868012,Intel,Core I5,Component,CPU / Processor,Desktop CPU,"Intel Core i5-7500 Kaby Lake Processor 3.4GHz 8.0GT/s 6MB LGA 1151 CPU, OEM",197.83,148.3725,3,0,49.4575,Recurring,01-Jan-19,L,0.07,0,Sold,44,3,0.068181818,44
1801,687,AS-TP401CA,8.89E+11,TP401CA-DHM4T,ASUS,Laptop & Notebook,PC & Laptop,Laptop/Notebook,,Asus VivoBook Flip 14 TP401CA-DHM4T 14.0 inch Touchscreen Intel Core m3-7Y30 1.0GHz/ 4GB LPDDR3/ 64GB eMMC/ USB3.0/ Windows 10 S Notebook (Light Grey),501.22,375.915,3,2.5,122.805,Recurring,01-Jan-19,L,6.4,0,Sold,44,3,0.068181818,44
1802,716,AS-G10CS51,1.93E+11,GL10CS-DS551,ASUS,Desktop System,PC & Laptop,Desktop System,,Asus ROG Strix GL10CS-DS551 Intel Core i5-8400 2.8GHz/ 8GB DDR4/ 1TB SSD/ GTX 1050/ Windows 10 Desktop PC (Iron Grey),849.72,637.29,3,3.5,208.93,Recurring,01-Jan-19,L,24.3,0,Sold,44,3,0.068181818,44
1803,3286,MSI-S65259,8.24E+11,GS65259,MSI,Laptop & Notebook,PC & Laptop,Laptop/Notebook,,MSI GS65 Stealth THIN-259 15.6 inch Intel Core i7-8750H 2.2GHz/ 32GB DDR4/ 1TB SSD/ GTX 1070/ USB3.1/ Windows 10 Pro Ultrabook (Matte Black with Gold Diamond cut),2151.48,1613.61,3,2.5,535.37,Recurring,01-Jan-19,L,6.85,0,Sold,44,3,0.068181818,44
1804,718,AS-G12X771,1.93E+11,GL12CX-DS771,ASUS,Desktop System,PC & Laptop,Desktop System,,Asus ROG Strix GL12CX-DS771 Intel Core i7-9700K 3.6GHz/ 16GB DDR4/ 1TB HDD + 512GB PCIE SSD/ 8X S-M DL/ RTX 2070/ Windows 10 Desktop PC (Iron Gray),2294.98,1721.235,3,10,563.745,Recurring,01-Jan-19,L,30,0,Sold,44,3,0.068181818,44
1805,3554,EN-TVS885G,8.85E+11,TVS-882BRT3-I5-16G-US,QNAP,SMB,Component,NAS / DAS / SAN,NAS,QNAP TVS-882BRT3-I5-16G-US Intel Core i5-7500 3.4GHz/ 16GB DDR4/ 4GbE/ 8SATA3/ USB3.0/ 8-Bay Desktop NAS for SMBs,2579.92,1934.94,3,10,634.98,Recurring,01-Jan-19,L,25.46,0,Sold,44,3,0.068181818,44
1806,3079,F24SA4GM,,F24SA4GM,SUPER TALENT,DDR4 (260 Pin),Component,DRAM Memory,Notebook DRAM,Super Talent DDR4-2400 SODIMM 4GB Micron Chip Notebook Memory,30.24,22.68,10,0,7.56,Recurring,01-Jan-19,Y,0.03,0,Sold,44,10,0.227272727,44
1807,662,SM-T830NZR,8.87E+11,SM-T830NZKLXAR,Samsung,Tablet PC,PC & Laptop,Tablet PC,,Samsung Galaxy Tab S4 SM-T830NZKLXAR 10.5 inch 1.9GHz/ 256GB/ Android O Tablet w/ pen (Black),757.47,568.1025,10,2.5,186.8675,Recurring,01-Jan-19,Y,1.43,0,Sold,44,10,0.227272727,44
1808,581,E5-2680V4,,CM8066002031501,Intel,Xeon,Component,CPU / Processor,Server CPU,"Intel Xeon E5-2680 v4 Fourteen-Core Broadwell Processor 2.4GHz 9.6GT/s 35MB LGA 2011-3 CPU, OEM",1470.87,1103.1525,10,2.5,365.2175,Recurring,01-Jan-19,Y,0.12,0,Sold,44,10,0.227272727,44
1809,2290,PS-300SUG0,,SSP-300SUG,Seasonic,Server,Component,Power Supply,Server,Seasonic SSP-300SUG 300W 80 PLUS Gold Flex ATX12V Power Supply w/ Active PFC ,55.35,41.5125,39,2.5,11.3375,Recurring,01-Jan-19,Y,2.5,0,Sold,44,39,0.886363636,44
1810,4190,FAN-TQ120R,7.61E+11,TRUE QUIET 120 RED,Antec,120mm,Component,Fan & Heatsink,Case Fan,Antec TrueQuiet 120mm Red LED Case Fan ,6.15,1.15,43,0,5,Recurring,01-Jan-19,Y,0.56,0,Sold,44,43,0.977272727,44
1811,2564,FAN-9T370,9.56E+11,9T370B1M3G,Masscool,Socket 478,Component,Fan & Heatsink,CPU Fan & Heatsink,MassCool 9T370B1M3G CPU Fan For Intel Socket 478,9.23,4.23,43,2.5,2.5,Recurring,01-Jan-19,Y,1.2,0,Sold,44,43,0.977272727,44
1812,878,ST2000N135,7.64E+11,ST2000NM0135,Seagate,SAS,Component,Hard Drive,Enterprise HDD,"Seagate Enterprise Capacity ST2000NM0135 2TB 7200RPM SAS 12.0 GB/s 128MB 512E Enterprise Hard Drive (3.5 inch, Exos 7E8 HDD 512E SAS)",138.38,103.785,43,2.5,32.095,Recurring,01-Jan-19,Y,1.4,0,Sold,44,43,0.977272727,44
1813,2911,SP-PHTUMES,1.93E+11,PHONTUM ESSENTIAL,Cougar,Speaker & Headset,Component,Multimedia,Speaker & Headset,Cougar PHONTUM ESSENTIAL Stereo Gaming Headset w/ Microphone,46.64,34.98,47,2.5,9.16,Recurring,01-Jan-19,Y,1.6,0,Sold,44,47,1.068181818,44
1814,1241,EV-2060XC,8.43E+11,06G-P4-2061-KR,EVGA,Nvidia,Component,Video Card,PCI Express Video Card,EVGA NVIDIA GeForce RTX 2060 XC BLACK GAMING 6GB GDDR6 DVI/HDMI/2DisplayPorts PCI-Express Video Card,378.22,283.665,47,2.5,92.055,Recurring,01-Jan-19,Y,3.57,0,Sold,44,47,1.068181818,44
1815,2878,SP-BT008RD,8.78E+11,BT008-RED,iMicro,Speaker & Headset,Component,Multimedia,Speaker & Headset,iKANOO BT008 Wireless Bluetooth/Wired 3.5mm Portable Speaker Sound Bar w/ Microphone (Red),37.91,28.4325,69,2.5,6.9775,Recurring,01-Jan-19,Y,1.4,0,Sold,44,69,1.568181818,44
1816,2530,CA-FD140BK,8.17E+11,FD-FAN-SSR2-140-BK,Fractal Design,140mm,Component,Fan & Heatsink,Case Fan,Fractal Design Silent Series R2 Blackout Edition FD-FAN-SSR2-140-BK 140mm Case Fan ,12.3,9.225,40,2.5,0.575,Recurring,01-Jan-19,Y,0.6,0,Sold,44,40,0.909090909,44
1817,924,ST1TBNX333,7.64E+11,ST1000NX0333,Seagate,SAS,Component,Hard Drive,Enterprise HDD,"Seagate Enterprise Capacity ST1000NX0333 1TB 7200RPM SAS 12.0 GB/s 128MB 512E Enterprise Hard Drive (2.5 inch, Exos 7E2000 HDD 512E SAS)",173.23,129.9225,40,2.5,40.8075,Recurring,01-Jan-19,Y,0.45,0,Sold,44,40,0.909090909,44
1818,246,XF1351-3T8,,XA3840LE10063,Seagate,SATA3,Component,Solid State Drive,SATA3,Seagate Nytro 1351 XA3840LE10063 3.84TB 2.5 inch SATA 6Gb/s Solid State Drive (3D TLC),630.38,472.785,40,2.5,155.095,Recurring,01-Jan-19,Y,0.38,0,Sold,44,40,0.909090909,44
1819,2472,FAN-0556-D,8.41E+11,CLP0556-D,Thermaltake,LGA 1155,Component,Fan & Heatsink,CPU Fan & Heatsink,Thermaltake CLP0556-D CPU Cooler for Intel LGA 1156/1155/1150,10.76,8.07,51,2.5,0.19,Recurring,01-Jan-19,Y,0.7,0,Sold,44,51,1.159090909,44
1820,1482,ST-HDMI6M,8.78E+11,ST-HDMI6M,iMicro,HDMI,Component,Cable,HDMI,iMicro ST-HDMI6M 6ft HDMI Type A Male to HDMI Type A Cable w/ HDMI v1.4 (Black) ,4.61,0.95,51,0,3.66,Recurring,01-Jan-19,Y,0.43,0,Sold,44,51,1.159090909,44
1821,1615,ST-AWG16A5,8.41E+11,ST-AWG16A5,iMicro,Power Cable,Component,Cable,Power Cable,"iMicro ST-AWG16A5 16AWG 5ft Ankle, for Connecting Furnace to Switch",5.13,0.13,51,0,5,Recurring,01-Jan-19,Y,0.5,0,Sold,44,51,1.159090909,44
1822,2613,CA-UK3000,8.13E+11,DFS123812H-3000,Scythe,120mm,Component,Fan & Heatsink,Case Fan,Scythe DFS123812H-3000 ULTRA KAZE 120mm Case Fan,7.69,2.69,51,0,5,Recurring,01-Jan-19,Y,0.8,0,Sold,44,51,1.159090909,44
1823,1571,EN-MB343S0,8.85E+11,MB343SPO,Icy Dock,Accessory,Component,Hard Drive,Accessory,ICY DOCK FLEX-FIT Duo MB343SPO 5.25 inch Ext Bay to 3.5 inch HDD / Device Bay + Ultra Slim ODD Bay Mounting Kit Bracket (Black),8.63,3.63,51,2.5,2.5,Recurring,01-Jan-19,Y,0.38,0,Sold,44,51,1.159090909,44
1824,2664,CA-AR12BL,8.5E+11,0R400035,RAIJINTEK,120mm,Component,Fan & Heatsink,Case Fan,RAIJINTEK AURAS 12 120mm Case Fan Blue (2 pack),9.23,4.23,51,2.5,2.5,Recurring,01-Jan-19,Y,0.68,0,Sold,44,51,1.159090909,44
1825,2842,CO-E126MB,,E126M B,PCCOOLER,LGA 1156,Component,Fan & Heatsink,CPU Fan & Heatsink,PCCOOLER E126MB 120mm 4PIN PWM CPU Cooler for Intel LGA 1151/1150/1155/1156/775 & AMD AM4/FM2+/FM2/FM1/AM3+/AM3/AM2+/AM2,13.31,9.9825,51,2.5,0.8275,Recurring,01-Jan-19,Y,0.9,0,Sold,44,51,1.159090909,44
1826,1485,POW-ADT4P8,8.78E+11,POW-ADT-4P8,Link Depot,Internal PC Power Cable,Component,Cable,Internal PC Power Cable,Link Depot POW-ADT-4P8 7inch 4Pin ATX CPU to 8Pin EPS Power Cable,3.59,2.6925,51,0,0.8975,Recurring,01-Jan-19,Y,0.05,0,Sold,44,51,1.159090909,44
1827,4127,CA-X2-GP12,8.43E+11,FD-FAN-DYN-X2-GP12-PWM-BK,Fractal Design,120mm,Component,Fan & Heatsink,Case Fan,Fractal Design Dynamic X2 GP-12 PWM FD-FAN-DYN-X2-GP12-PWM-BK 120mm Case Fan ,13.84,10.38,51,2.5,0.96,Recurring,01-Jan-19,Y,0.44,0,Sold,44,51,1.159090909,44
1828,799,KS-K44413W,85896444138,K44413WW,Kensington,Mobile Accessory,Electronics,Accessory,,Kensington K44413WW Gel Case for Samsung Galaxy S4 (Black),4.1,3.075,51,0,1.025,Recurring,01-Jan-19,Y,0.1,0,Sold,44,51,1.159090909,44
1829,2457,FAN-HT2R1,8.84E+11,RR-HT2-28PK-R1,Cooler Master,LGA 775,Component,Fan & Heatsink,CPU Fan & Heatsink,Cooler Master Hyper T2 RR-HT2-28PK-R1 CPU Fan For Intel LGA 1150/1156/1155/775 & AMD Socket FM2+/FM2/FM1/AM3+/AM3/AM2,17.94,13.455,51,2.5,1.985,Recurring,01-Jan-19,Y,0.8,0,Sold,44,51,1.159090909,44
1830,2538,CA-HP14PWM,8.17E+11,FD-FAN-VENT-HP14-PWM-BK,Fractal Design,140mm,Component,Fan & Heatsink,Case Fan,Fractal Design Venturi HP-14 PWM FD-FAN-VENT-HP14-PWM-BK 140mm Case Fan,18.45,13.8375,51,2.5,2.1125,Recurring,01-Jan-19,Y,0.59,0,Sold,44,51,1.159090909,44
1831,494,MSD64ST10R,8.78E+11,MSD64ST10R,SUPER TALENT,Micro SD,Component,Memory Card,Micro SD,"Super Talent 64GB Micro SDXC Memory Card w/ Adapter, Retail",9.23,6.9225,51,0,2.3075,Recurring,01-Jan-19,Y,0.04,0,Sold,44,51,1.159090909,44
1832,2552,FAN-7PROV2,8.73E+11,ARCTIC FRZR 7PROV2 DCACO-FP701-CSA01,ARCTIC,LGA 1366,Component,Fan & Heatsink,CPU Fan & Heatsink,ARCTIC Freezer 7 Pro Rev.2 CPU Cooler for Intel LGA1366/1156/1155/1150/775 & AMD Socket AM3/AM2+/AM2/754/939,19.47,14.6025,51,2.5,2.3675,Recurring,01-Jan-19,Y,1.28,0,Sold,44,51,1.159090909,44
1833,2770,PS-ADPT65W,8.78E+11,PS-ADPT65W,iMicro,Battery & Charger,PC & Laptop,Accessory,Battery & Charger,iMicro 65W Universal Notebook Adapter(Black),19.47,14.6025,51,2.5,2.3675,Recurring,01-Jan-19,Y,1,0,Sold,44,51,1.159090909,44
1834,113,D2-8SO2GTE,,D2-8SO2GTE,Generic,DDR2 800,Component,DRAM Memory,Notebook DRAM,"Generic DDR2-800 SODIMM 2GB/128x8 Notebook Memory, OEM",17.42,13.065,51,0,4.355,Recurring,01-Jan-19,Y,0.06,0,Sold,44,51,1.159090909,44
1835,1907,FAN-412LRG,8.37E+11,412L-RGB,Apevia,120mm,Component,Fan & Heatsink,Case Fan,Apevia 412L-RGB 120mm Silent Dual Ring Addressable RGB Color Changing LED Fan (4-pk),28.7,21.525,51,2.5,4.675,Recurring,01-Jan-19,Y,1.88,0,Sold,44,51,1.159090909,44
1836,96,W1333SA1GV,8.78E+11,W1333SA1GV(SZ),SUPER TALENT,DDR3 1333,Component,DRAM Memory,Notebook DRAM,Super Talent DDR3-1333 SODIMM 1GB/128x8 Notebook Memory,19.47,14.6025,51,0,4.8675,Recurring,01-Jan-19,Y,0.02,0,Sold,44,51,1.159090909,44
1837,3680,AS-RTN12D1,8.86E+11,RT-N12/D1,ASUS,Wireless Router,Component,Networking,Wireless Networking,Asus RT-N12/D1 Wireless-N300 3-in-1 Router/ AP/ Range Extender,31.26,23.445,51,2.5,5.315,Recurring,01-Jan-19,Y,1.44,0,Sold,44,51,1.159090909,44
1838,3009,VC-VGA75M,8.4E+11,CG381D-G-75,VCOM,VGA Cable,Component,Cable,VGA Cable,VCOM CG381D-G-75 75ft VGA Male to VGA Male Cable (Black),32.29,24.2175,51,2.5,5.5725,Recurring,01-Jan-19,Y,7.69,0,Sold,44,51,1.159090909,44
1839,364,SQ500_120G,7.41E+11,SQ500S37/120G,Kingston,SATA3,Component,Solid State Drive,SATA3,Kingston Q500 120GB 2.5 inch SATA3 Solid State Drive (TLC),33.31,24.9825,51,2.5,5.8275,Recurring,01-Jan-19,Y,0.17,0,Sold,44,51,1.159090909,44
1840,4172,CA-E300LKN,8.84E+11,MCB-E300L-KN5N-B01,Cooler Master,MicroATX Case,Component,Case,Computer Case,Cooler Master MasterBox E300L No Power Supply MicroATX Mini Tower Case,42.03,31.5225,51,3.5,7.0075,Recurring,01-Jan-19,Y,10,0,Sold,44,51,1.159090909,44
1841,2293,PS-SP300S4,,SSP-300SFB,Seasonic,Desktop,Component,Power Supply,Desktop,Seasonic SSP-300SFB 300W 80 PLUS Bronze SFX 12 V v.2.31 Power Supply w/ Active PFC F3,41,30.75,51,2.5,7.75,Recurring,01-Jan-19,Y,2.6,0,Sold,44,51,1.159090909,44
1842,2419,CA-SNKP5P4,6.72E+11,SNK-P0050AP4,Supermicro,Server,Component,Fan & Heatsink,CPU Fan & Heatsink,Supermicro SNK-P0050AP4 4U Active CPU Heatsink for X9 UP/DP Systems,41.51,31.1325,51,2.5,7.8775,Recurring,01-Jan-19,Y,2.12,0,Sold,44,51,1.159090909,44
1843,414,FDM032JMDF,8.78E+11,FDM032JMDF,SUPER TALENT,CFast,Component,Memory Card,CFast,Super Talent CFast Pro 32GB Storage Card ,34.85,26.1375,51,0,8.7125,Recurring,01-Jan-19,Y,0.08,0,Sold,44,51,1.159090909,44
1844,843,KS-K72352U,85896723523,K72352US,Kensington,Mouse,Component,Input & Output Device,Mouse,Kensington K72352US Wireless 2.4GHz Laser Trackball (Black),46.12,34.59,51,2.5,9.03,Recurring,01-Jan-19,Y,0.65,0,Sold,44,51,1.159090909,44
1845,949,HD-W50AZLX,7.18E+11,WD5000AZLX,Western Digital,SATA,Component,Hard Drive,Desktop HDD,Western Digital Blue WD5000AZLX 500GB 7200RPM SATA3/SATA 6.0 GB/s 32MB Hard Drive (3.5 inch),47.15,35.3625,51,2.5,9.2875,Recurring,01-Jan-19,Y,1.7,0,Sold,44,51,1.159090909,44
1846,2780,IM-KA1200,,KA1200,Kasda,Wireless Router,Component,Networking,Wireless Networking,Kasda KA1200 AC 1200 Wireless Dual Band Gigabit Router w/ 4x Internal 3dBi Antennas,51.71,38.7825,51,2.5,10.4275,Recurring,01-Jan-19,Y,2.12,0,Sold,44,51,1.159090909,44
1847,2461,FAN-D12MPW,8.84E+11,MLW-D12M-A20PW-R1,Cooler Master,Liquid Cooling,Component,Fan & Heatsink,Liquid Cooling,Cooler Master MasterLiquid Lite 120 Cooler for LGA 2066/2011-v3/2011/1156/1155/1151/1150/1366/775 & AMD Socket AM4/AM3+/AM3/AM2+/AM2/FM2+/FM2/FM1,52.28,39.21,51,2.5,10.57,Recurring,01-Jan-19,Y,3,0,Sold,44,51,1.159090909,44
1848,3090,W1600SB8GV,,W1600SB8GV(SZ),SUPER TALENT,DDR3 1600,Component,DRAM Memory,Notebook DRAM,Super Talent DDR3-1600 SODIMM 8GB/512Mx8 CL11 Notebook Memory,51.25,38.4375,51,0,12.8125,Recurring,01-Jan-19,Y,0.03,0,Sold,44,51,1.159090909,44
1849,1056,MB-970AS3P,8.18E+11,GA-970A-DS3P,GIGABYTE,Socket AM3+,Component,Motherboard,Desktop,GIGABYTE GA-970A-DS3P Socket AM3+/ AMD 970/ DDR3/ SATA3&USB3.0/ A&GbE/ ATX Motherboard,68.16,51.12,51,2.5,14.54,Recurring,01-Jan-19,Y,2.26,0,Sold,44,51,1.159090909,44
1850,1861,CA-D-MX70,,MATREXX 70,DEEPCOOL,ATX Mid Tower,Component,Case,Computer Case,DEEPCOOL MATREXX 70 No Power Supply ATX Mid Tower,75.85,56.8875,51,3.5,15.4625,Recurring,01-Jan-19,Y,21.5,0,Sold,44,51,1.159090909,44
1851,3944,CA-ENSOMK3,8.86E+11,BFC-ESM-150-KKWGK-RP,BitFenix,ATX Mid Tower,Component,Case,Computer Case,BitFenix ENSO MESH BFC-ESM-150-KKWGK-RP No Power Supply ATX Mid Tower (Black),75.85,56.8875,51,3.5,15.4625,Recurring,01-Jan-19,Y,17.65,0,Sold,44,51,1.159090909,44
1852,2654,CA-C583TB3,8.28E+11,C583.CH350TB3,In Win,ATX Mid Tower,Component,Case,Computer Case,In-Win C583.CH350TB3 350W TAC 2.0 ATX Mid Tower (Black/Silver),76.88,57.66,51,3.5,15.72,Recurring,01-Jan-19,Y,20,0,Sold,44,51,1.159090909,44
1853,2306,PS-550FM2,,SSR-550FM,Seasonic,Desktop,Component,Power Supply,Desktop,Seasonic SSR-550FM FOCUS 550W 80 PLUS Gold ATX12V Power Supply,76.36,57.27,51,2.5,16.59,Recurring,01-Jan-19,Y,5.3,0,Sold,44,51,1.159090909,44
1854,381,MZ-7LH240N,8.87E+11,MZ-7LH240NE,Samsung,SATA3,Component,Solid State Drive,SATA3,Samsung 883 DCT Series 240GB 2.5 inch SATA3 Solid State Drive (Samsung V-NAND 3-bit MLC),76.88,57.66,51,2.5,16.72,Recurring,01-Jan-19,Y,0.25,0,Sold,44,51,1.159090909,44
1855,851,HD-ST3DM07,7.64E+11,ST3000DM007,Seagate,SATA,Component,Hard Drive,Desktop HDD,Seagate Barracuda ST3000DM007 5400RPM SATA 6.0 GB/s 256MB Hard Drive (3.5 inch),83.54,62.655,51,2.5,18.385,Recurring,01-Jan-19,Y,1.2,0,Sold,44,51,1.159090909,44
1856,12,CT426B16G,6.5E+11,BLS16G4D26BFSB,Crucial,DDR4 (288 Pin) ,Component,DRAM Memory,Desktop DRAM,Crucial Ballistix Sport LT Gray DDR4-2666 16GB CL16 Memory,91.23,68.4225,51,2.5,20.3075,Recurring,01-Jan-19,Y,0.17,0,Sold,44,51,1.159090909,44
1857,233,IW110-240G,7.64E+11,ZA240NM10011,Seagate,SATA3,Component,Solid State Drive,SATA3,Seagate IronWolf 110 ZA240NM10011 240GB 2.5 inch SATA 6Gb/s Solid State Drive (3D TLC),91.23,68.4225,51,2.5,20.3075,Recurring,01-Jan-19,Y,0.32,0,Sold,44,51,1.159090909,44
1858,986,MB-B360PR4,,B360 PRO4,ASRock,Socket 1151,Component,Motherboard,Desktop,ASRock B360 PRO4 LGA1151/ Intel B360/ DDR4/ Quad CrossFireX/ SATA3&USB3.1/ M.2/ A&GbE/ ATX Motherboard,91.74,68.805,51,2.5,20.435,Recurring,01-Jan-19,Y,2.87,0,Sold,44,51,1.159090909,44
1859,2762,PS-PWS361H,6.72E+11,PWS-361-1H,Supermicro,Server,Component,Power Supply,Server,Supermicro PWS-361-1H 360W 1U Redundant Single Type Power Supply w/ PFC & PM Bus,97.37,73.0275,51,2.5,21.8425,Recurring,01-Jan-19,Y,4.5,0,Sold,44,51,1.159090909,44
1860,3672,PNY-P400,7.51E+11,VCQP400-PB,PNY,Nvidia,Component,Video Card,PCI Express Video Card,PNY NVIDIA Quadro P400 2GB GDDR5 3Mini DisplayPorts PCI-Express Video Card,118.39,88.7925,51,2.5,27.0975,Recurring,01-Jan-19,Y,1.05,0,Sold,44,51,1.159090909,44
1861,1160,PS-IS1U40P,8.47E+11,IS-1U40PD8,iStarUSA,Server,Component,Power Supply,Server,iStarUSA XEAL IS-1U40PD8 400W 1U 80 Plus High Efficiency Power Supply,120.95,90.7125,51,2.5,27.7375,Recurring,01-Jan-19,Y,5,0,Sold,44,51,1.159090909,44
1862,1682,AS-VS208N,6.11E+11,VS208N-P,ASUS,"20""/20.1"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD Monitor,"Asus VS208N-P 20 inch Widescreen 50,000,000:1 5ms VGA/DVI LED LCD Monitor (Black)",120.95,90.7125,51,2.5,27.7375,Recurring,01-Jan-19,Y,8.8,0,Sold,44,51,1.159090909,44
1863,3771,LG-22MB35V,7.19E+11,22MB35V-I,LG Electronics,"21.5""/22"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD Monitor,"LG Electronics 22MB35V-I 22 inch 5,000,000:1 5ms VGA/DVI/HDMI LED LCD Monitor (Black)",121.98,91.485,51,2.5,27.995,Recurring,01-Jan-19,Y,9.7,0,Sold,44,51,1.159090909,44
1864,273,SSD760P512,7.36E+11,SSDPEKKW512G801,Intel,M.2,Component,Solid State Drive,M.2,Intel 760p Series SSDPEKKW512G801 512GB M.2 80mm PCI-Express 3.1 x4 Solid State Drive (TLC),128.13,96.0975,51,2.5,29.5325,Recurring,01-Jan-19,Y,0.11,0,Sold,44,51,1.159090909,44
1865,1055,MB-B450APW,8.9E+11,B450 AORUS PRO WIFI,GIGABYTE,Socket AM4,Component,Motherboard,Desktop,GIGABYTE B450 AORUS PRO WIFI Socket AM4/ AMD B450/ DDR4/ Quad-GPU CrossFireX/ SATA3&USB3.1/ M.2/ WiFi/ A&GbE/ ATX Motherboard,128.64,96.48,51,2.5,29.66,Recurring,01-Jan-19,Y,2.56,0,Sold,44,51,1.159090909,44
1866,1189,MSKLQ00378,8.9E+11,KLQ-00378,Microsoft,Office & Business,Component,Software,Office & Business,"Microsoft Office 365 Business Premium / 12-month subscription, 1 person, PC/Mac Key Card",132.74,99.555,51,2.5,30.685,MAP,01-Jan-19,Y,0.15,0,Sold,44,51,1.159090909,44
1867,349,1000M500D1,6.5E+11,CT1000MX500SSD1,Crucial,SATA3,Component,Solid State Drive,SATA3,Crucial MX500 1TB 2.5 inch SATA3 Internal Solid State Drive (Micron 3D TLC NAND),135.3,101.475,51,2.5,31.325,Recurring,01-Jan-19,Y,0.25,0,Sold,44,51,1.159090909,44
1868,234,IW110-480G,7.64E+11,ZA480NM10011,Seagate,SATA3,Component,Solid State Drive,SATA3,Seagate IronWolf 110 ZA480NM10011 480GB 2.5 inch SATA 6Gb/s Solid State Drive (3D TLC),142.48,106.86,51,2.5,33.12,Recurring,01-Jan-19,Y,0.32,0,Sold,44,51,1.159090909,44
1869,3376,MB-Z39MITA,,Z390M-ITX/AC,ASRock,Socket 1151,Component,Motherboard,Desktop,ASROCK Z390M-ITX/AC LGA1151/ Intel Z390/ DDR4/ SATA3&USB3.1/ M.2/ WiFi/ A&2GbE/ Mini-ITX Motherboard,146.06,109.545,51,2.5,34.015,Recurring,01-Jan-19,Y,2,0,Sold,44,51,1.159090909,44
